VIN,MODEL_YEAR,FACTORY_CODE,MODEL_NAME,DAYS_TO_FAIL_MINZERO,MILES_TO_FAIL,RO_DATE,CUST_RO_STATE_CD,CLM_SK,VIN_SK
19XFA16509E020236,2009,HMIN,CIVIC,130,4156,9/18/2009,FL,50867626,29792868
19XFA16519E025753,2009,HMIN,CIVIC,227,4459,1/7/2010,FL,52003834,29945095
19XFA16549E032146,2009,HMIN,CIVIC,852,14578,10/13/2011,IL,60805890,29995124
19XFA165X9E034385,2009,HMIN,CIVIC,150,5724,1/2/2010,FL,51863661,30033668
19XFA165X9E037786,2009,HMIN,CIVIC,144,10964,12/9/2009,AZ,51676393,30092837
19XFA166X9E029003,2009,HMIN,CIVIC,304,12065,3/16/2010,NV,52527358,29934728
19XFA16869E024320,2009,HMIN,CIVIC,143,4302,10/23/2009,AZ,51225194,29852219
19XFA1F52AE060614,2010,HMIN,CIVIC,175,13968,11/17/2010,MI,55816732,31275343
19XFA1F55AE029812,2010,HMIN,CIVIC,280,10355,1/17/2011,OH,56457111,30774281
19XFA1F57AE006726,2010,HMIN,CIVIC,541,18986,8/29/2011,TX,59170686,30424275
19XFA1F57AE009092,2010,HMIN,CIVIC,531,25900,10/18/2011,OH,60413462,30459721
19XFA1F59BE024162,2011,HMIN,CIVIC,191,10576,6/24/2011,FL,58336926,32182144
19XFA1F5XAE007384,2010,HMIN,CIVIC,149,3256,3/8/2010,IL,52459863,30438809
19XFA1F60AE047658,2010,HMIN,CIVIC,156,9976,9/3/2010,AZ,54939253,31060407
19XFA1F67AE037287,2010,HMIN,CIVIC,368,8418,6/30/2011,FL,58378523,30891198
19XFA1F6XAE055105,2010,HMIN,CIVIC,213,14729,12/17/2010,CA,56162127,31183361
19XFA1F81AE022592,2010,HMIN,CIVIC,629,13591,1/19/2012,NY,62449267,30666489
19XFA1F82AE014954,2010,HMIN,CIVIC,427,24668,3/3/2011,AZ,57116732,30554915
19XFA1F86AE043454,2010,HMIN,CIVIC,87,4092,10/5/2010,MO,55237897,30988851
19XFA1F88AE021455,2010,HMIN,CIVIC,304,13630,10/14/2010,OH,55334089,30648698
19XFA1F88AE023836,2010,HMIN,CIVIC,216,7793,8/23/2010,FL,54777599,30680620
1HGFA15518L030329,2008,ELP,CIVIC,699,23908,10/15/2009,TX,51186023,27443246
1HGFA15898L024918,2008,ELP,CIVIC,1026,46474,1/19/2011,FL,56522284,27352099
1HGFA15898L119026,2008,ELP,CIVIC,419,19866,12/11/2009,FL,51714019,28945352
1HGFA16508L096739,2008,ELP,CIVIC,136,8920,10/16/2008,TX,47448018,28533343
1HGFA16518L027199,2008,ELP,CIVIC,535,27127,5/11/2009,FL,49596937,27385303
1HGFA16528L038101,2008,ELP,CIVIC,423,9075,3/10/2009,CO,49057515,27630761
1HGFA16538L015877,2008,ELP,CIVIC,242,10589,8/15/2008,TX,46667141,27240852
1HGFA16538L044151,2008,ELP,CIVIC,625,21625,1/6/2010,VA,51905901,27736987
1HGFA16538L045946,2008,ELP,CIVIC,1022,24697,10/30/2010,FL,55573801,27748888
1HGFA16538L051228,2008,ELP,CIVIC,273,9485,10/28/2008,TX,47792711,27827935
1HGFA16549L009605,2009,ELP,CIVIC,232,17097,8/18/2009,AZ,50514964,29224128
1HGFA16568L014111,2008,ELP,CIVIC,461,35440,3/6/2009,OH,49008693,27219937
1HGFA16568L059288,2008,ELP,CIVIC,515,20670,9/9/2009,TX,50813720,27945758
1HGFA16568L072445,2008,ELP,CIVIC,183,12836,12/2/2008,GA,47997097,28121549
1HGFA16578L043939,2008,ELP,CIVIC,218,14403,8/14/2008,AZ,46626626,27728167
1HGFA16578L072468,2008,ELP,CIVIC,465,16889,7/20/2009,NV,50210587,28129562
1HGFA16578L073846,2008,ELP,CIVIC,483,19891,7/22/2009,TX,50237407,28143024
1HGFA16578L074138,2008,ELP,CIVIC,442,25699,7/14/2009,AZ,50162091,28143040
1HGFA16578L096222,2008,ELP,CIVIC,1011,33883,3/17/2011,GA,57252656,28524818
1HGFA16578L111558,2008,ELP,CIVIC,540,25923,6/11/2010,CA,53904448,28839046
1HGFA16588L006494,2008,ELP,CIVIC,393,13449,10/27/2008,TX,47693651,27096735
1HGFA16588L015180,2008,ELP,CIVIC,741,15175,2/9/2010,NV,52208202,27240961
1HGFA16588L043724,2008,ELP,CIVIC,673,24464,11/3/2009,TX,51336158,27719245
1HGFA16588L089991,2008,ELP,CIVIC,515,18995,12/1/2009,AZ,51608605,28417058
1HGFA16589L026942,2009,ELP,CIVIC,500,13066,8/24/2010,FL,54844660,29630181
1HGFA16598L030500,2008,ELP,CIVIC,365,32191,11/18/2008,AZ,47846421,27443752
1HGFA16598L073220,2008,ELP,CIVIC,575,22086,11/18/2009,TX,51610162,28135745
1HGFA16598L083715,2008,ELP,CIVIC,152,8260,10/22/2008,AZ,47479928,28286133
1HGFA16598L094942,2008,ELP,CIVIC,160,5332,11/10/2008,NV,47818699,28507208
1HGFA16598L096528,2008,ELP,CIVIC,394,12986,7/1/2009,TX,50064069,28524853
1HGFA165X8L034653,2008,ELP,CIVIC,546,20311,7/28/2009,IA,50284786,27494354
1HGFA165X8L092276,2008,ELP,CIVIC,445,24669,9/1/2009,TX,50712598,28449110
1HGFA165X8L102045,2008,ELP,CIVIC,892,33135,12/9/2010,NV,56190889,28642919
1HGFA165X8L116401,2008,ELP,CIVIC,575,24038,3/26/2010,GA,52633286,28916455
1HGFA165X8L118679,2008,ELP,CIVIC,497,11919,2/6/2010,FL,52222162,28945354
1HGFA16808L017483,2008,ELP,CIVIC,723,24239,10/31/2009,FL,51469088,27259674
1HGFA16808L040813,2008,ELP,CIVIC,316,16258,1/17/2009,AZ,48517479,27682847
1HGFA16808L068157,2008,ELP,CIVIC,212,14302,12/15/2008,NC,48501151,28048877
1HGFA16818L072217,2008,ELP,CIVIC,421,14840,6/30/2009,TX,50033468,28121681
1HGFA16818L084528,2008,ELP,CIVIC,547,26265,10/23/2009,AZ,51225195,28301288
1HGFA16819L005036,2009,ELP,CIVIC,344,18353,9/22/2009,AZ,50884351,29128608
1HGFA16828L001429,2008,ELP,CIVIC,655,12408,6/25/2009,AZ,49997219,26688992
1HGFA16828L017484,2008,ELP,CIVIC,153,9813,5/12/2008,NY,45328481,27259697
1HGFA16828L043163,2008,ELP,CIVIC,692,29652,2/12/2010,TX,52227231,27712953
1HGFA16838L001424,2008,ELP,CIVIC,962,49502,6/29/2010,FL,54066621,26689018
1HGFA16838L025996,2008,ELP,CIVIC,620,23194,8/4/2009,AZ,50366103,27379496
1HGFA16838L034150,2008,ELP,CIVIC,1360,81693,9/9/2011,TX,59521503,27487408
1HGFA16838L098169,2008,ELP,CIVIC,363,14677,6/11/2009,TX,49922644,28561419
1HGFA16838L110241,2008,ELP,CIVIC,517,27998,1/18/2010,TX,52013624,28817117
1HGFA16848L010150,2008,ELP,CIVIC,869,35019,3/18/2010,OH,52932042,27166119
1HGFA16848L031466,2008,ELP,CIVIC,229,11088,9/30/2008,AZ,47157041,27454269
1HGFA16848L079596,2008,ELP,CIVIC,83,6734,7/16/2008,TX,46126313,28210027
1HGFA16848L098195,2008,ELP,CIVIC,119,8667,10/11/2008,AZ,47367467,28554496
1HGFA16858L085178,2008,ELP,CIVIC,428,23202,7/6/2009,FL,50100564,28309136
1HGFA16858L106546,2008,ELP,CIVIC,313,14996,6/1/2009,TX,49888060,28750147
1HGFA16859L017691,2009,ELP,CIVIC,342,22160,11/13/2009,SC,51477570,29398712
1HGFA16868L090583,2008,ELP,CIVIC,173,7753,10/25/2008,IL,47733675,28417345
1HGFA16878L086557,2008,ELP,CIVIC,496,23346,9/4/2009,OK,50700117,28339938
1HGFA16888L000530,2008,ELP,CIVIC,518,10080,9/17/2009,NV,50909732,26667599
1HGFA16888L000902,2008,ELP,CIVIC,595,10052,5/4/2009,AZ,49548563,26683359
1HGFA16888L091735,2008,ELP,CIVIC,398,13970,6/30/2009,FL,50037582,28434358
1HGFA16888L114351,2008,ELP,CIVIC,206,17179,4/18/2009,KY,49445426,28881328
1HGFA16898L022231,2008,ELP,CIVIC,519,38867,8/20/2009,TX,50514843,27332115
1HGFA16909L019728,2009,ELP,CIVIC,96,6708,7/2/2009,FL,50060743,29441774
1HGFA16958L021716,2008,ELP,CIVIC,616,42006,7/24/2009,NV,50269671,27319318
1HGFA16958L085433,2008,ELP,CIVIC,273,20212,2/4/2009,CA,48663816,28321144
1HGFA16979L015224,2009,ELP,CIVIC,359,15899,3/22/2010,TX,52731312,29345400
1HGFA16988L047727,2008,ELP,CIVIC,587,30271,8/26/2009,AZ,50609260,27785778
1HGFA16998L049535,2008,ELP,CIVIC,444,15536,6/12/2009,GA,49912827,27806637
1HGFA169X8L104266,2008,ELP,CIVIC,440,33384,9/8/2009,IL,50803052,28684008
1HGFA46588L000924,2008,ELP,CIVIC,840,27540,11/26/2010,CA,56904393,28823256
2HGFA15518H333415,2008,HCM,CIVIC,595,38100,1/16/2010,TN,52009528,28417873
2HGFA15519H502902,2009,HCM,CIVIC,878,35368,7/11/2011,FL,58494376,29086450
2HGFA15868H500037,2008,HCM,CIVIC,286,12469,7/24/2008,TX,46317583,26698557
2HGFA15938H520626,2008,HCM,CIVIC,491,20081,10/3/2009,FL,51089878,28266660
2HGFA16239H507006,2009,HCM,CIVIC,584,22359,1/11/2011,AZ,56430704,29284024
2HGFA16508H314126,2008,HCM,CIVIC,496,38721,7/9/2009,NY,50113881,27786282
2HGFA16508H328043,2008,HCM,CIVIC,502,25647,9/1/2009,FL,50652026,28295913
2HGFA16508H330374,2008,HCM,CIVIC,445,16577,8/12/2009,TX,50472123,28349382
2HGFA16518H317391,2008,HCM,CIVIC,521,16295,7/22/2009,FL,50268316,27906525
2HGFA16518H332909,2008,HCM,CIVIC,310,12606,6/3/2009,AZ,49790079,28402672
2HGFA16518H348933,2008,HCM,CIVIC,327,25254,7/25/2009,FL,50351965,28817615
2HGFA16518H532026,2008,HCM,CIVIC,261,6197,4/13/2009,TX,49384008,28767195
2HGFA16519H355186,2009,HCM,CIVIC,149,9941,9/25/2009,VA,50925052,29856891
2HGFA16519H526776,2009,HCM,CIVIC,249,16791,2/17/2010,AL,52298400,29990145
2HGFA16528H345944,2008,HCM,CIVIC,509,31905,12/28/2009,FL,51841046,28750755
2HGFA16528H503540,2008,HCM,CIVIC,1277,44533,3/18/2011,FL,57310310,27099873
2HGFA16529H324237,2009,HCM,CIVIC,511,27401,6/26/2010,FL,53971509,29346388
2HGFA16538H301659,2008,HCM,CIVIC,364,17174,9/16/2008,PA,47114993,26741970
2HGFA16539H326174,2009,HCM,CIVIC,427,20068,4/17/2010,NY,53350278,29380522
2HGFA16539H541599,2009,HCM,CIVIC,447,20171,11/12/2010,FL,55795724,30228712
2HGFA16548H324075,2008,HCM,CIVIC,441,20374,8/24/2009,TX,50542172,28191389
2HGFA16548H500252,2008,HCM,CIVIC,391,17608,12/15/2008,CA,48147693,26698777
2HGFA16548H523174,2008,HCM,CIVIC,748,25594,5/27/2010,FL,53569264,28386977
2HGFA16549H321663,2009,HCM,CIVIC,867,19186,4/1/2011,TX,57475742,29311201
2HGFA16558H329804,2008,HCM,CIVIC,590,15876,12/10/2009,CA,51687619,28340668
2HGFA16558H336493,2008,HCM,CIVIC,418,22661,7/17/2009,FL,50192261,28496275
2HGFA16558H342939,2008,HCM,CIVIC,183,7431,1/9/2009,TX,48431959,28679047
2HGFA16559H367230,2009,HCM,CIVIC,489,22839,12/28/2010,MD,56237992,30233270
2HGFA16559H525985,2009,HCM,CIVIC,755,31434,7/14/2011,FL,58543984,29983226
2HGFA16568H316639,2008,HCM,CIVIC,900,22177,8/4/2010,LA,54518970,27893921
2HGFA16568H326412,2008,HCM,CIVIC,300,11886,3/13/2009,TX,49074597,28261402
2HGFA16568H338379,2008,HCM,CIVIC,353,17105,6/15/2009,TX,49925373,28546018
2HGFA16569H365972,2009,HCM,CIVIC,570,25349,3/22/2011,FL,57317291,30206106
2HGFA16569H522576,2009,HCM,CIVIC,632,22114,3/7/2011,TX,57205939,29930447
2HGFA16569H530273,2009,HCM,CIVIC,181,8709,1/17/2010,FL,52027363,30027229
2HGFA16578H302524,2008,HCM,CIVIC,732,20661,11/4/2009,NJ,51445294,27108286
2HGFA16578H534248,2008,HCM,CIVIC,378,27675,8/28/2009,FL,50891370,28864647
2HGFA16588H300376,2008,HCM,CIVIC,545,21085,3/20/2009,AZ,49135171,26717004
2HGFA16588H302855,2008,HCM,CIVIC,401,10342,11/3/2008,PA,47681285,27124489
2HGFA16588H328775,2008,HCM,CIVIC,107,8875,8/29/2008,TX,46751773,28309973
2HGFA16589H364614,2009,HCM,CIVIC,238,15602,6/22/2010,FL,53935228,30170844
2HGFA16598H304887,2008,HCM,CIVIC,628,18517,7/30/2009,TN,50315595,27305001
2HGFA16598H305523,2008,HCM,CIVIC,363,8403,10/31/2008,FL,47602698,27314064
2HGFA16598H341079,2008,HCM,CIVIC,580,44145,1/29/2010,CA,52142827,28622440
2HGFA16598H510050,2008,HCM,CIVIC,723,19198,12/14/2009,CA,51753144,27458495
2HGFA16599H337227,2009,HCM,CIVIC,843,26635,5/3/2011,FL,57774815,29528070
2HGFA16599H367084,2009,HCM,CIVIC,108,4122,12/8/2009,FL,51704537,30229144
2HGFA165X8H318328,2008,HCM,CIVIC,422,19505,4/15/2009,FL,49365816,27906482
2HGFA165X8H357324,2008,HCM,CIVIC,450,12786,12/11/2009,FL,51730535,28983825
2HGFA165X9H344929,2009,HCM,CIVIC,786,33196,7/29/2011,FL,58716336,29649841
2HGFA165X9H537971,2009,HCM,CIVIC,564,25794,3/3/2011,TX,57063487,30174306
2HGFA16629H313246,2009,HCM,CIVIC,292,12766,10/14/2009,HI,51223712,29192255
2HGFA16669H316263,2009,HCM,CIVIC,218,11193,6/12/2009,AZ,49888051,29239654
2HGFA16669H322645,2009,HCM,CIVIC,246,20012,8/14/2009,IL,50442539,29322941
2HGFA16669H505351,2009,HCM,CIVIC,1137,31227,12/5/2011,FL,61631898,29192378
2HGFA16669H508413,2009,HCM,CIVIC,74,6875,6/24/2009,TX,50247483,29331713
2HGFA16699H333560,2009,HCM,CIVIC,163,5909,6/11/2009,TX,49957023,29472470
2HGFA16699H336460,2009,HCM,CIVIC,373,14632,4/15/2010,TX,53009451,29522062
2HGFA166X9H508432,2009,HCM,CIVIC,527,18819,5/26/2010,FL,53569459,29331698
2HGFA16809H312257,2009,HCM,CIVIC,130,4119,10/2/2009,AZ,51016748,29185796
2HGFA16819H520647,2009,HCM,CIVIC,328,10861,6/17/2010,FL,53843310,29904871
2HGFA16839H306159,2009,HCM,CIVIC,320,19333,9/16/2009,LA,50803620,29087197
2HGFA16849H509979,2009,HCM,CIVIC,386,18380,3/24/2010,FL,52618646,29430335
2HGFA16858H510556,2008,HCM,CIVIC,525,39913,6/5/2009,FL,49841396,27473075
2HGFA16859H527052,2009,HCM,CIVIC,411,30161,9/18/2010,TX,55071537,29990464
2HGFA16868H310690,2008,HCM,CIVIC,917,21596,7/1/2010,NY,54338470,27593028
2HGFA16868H515409,2008,HCM,CIVIC,332,33165,2/5/2009,FL,48678015,27929345
2HGFA16878H304039,2008,HCM,CIVIC,302,11184,11/7/2008,CA,47753658,27148492
2HGFA16888H305250,2008,HCM,CIVIC,530,22969,6/13/2009,TX,49889496,27305105
2HGFA16908H349641,2008,HCM,CIVIC,493,32250,12/29/2009,MO,51846106,28830235
2HGFA16918H534104,2008,HCM,CIVIC,372,5263,8/25/2009,TN,50553395,28858264
2HGFA16928H333120,2008,HCM,CIVIC,137,1433,9/25/2008,FL,47152482,28419106
2HGFA16928H505579,2008,HCM,CIVIC,303,13702,10/1/2008,LA,47199710,27180185
2HGFA16928H514993,2008,HCM,CIVIC,414,22417,5/1/2009,FL,49554835,27873005
2HGFA16929H340456,2009,HCM,CIVIC,80,7684,8/15/2009,TX,50489360,29605897
2HGFA16948H523761,2008,HCM,CIVIC,164,7235,10/28/2008,GA,47567106,28419141
2HGFA16959H360328,2009,HCM,CIVIC,372,18221,7/6/2010,FL,54091588,29958522
2HGFA16978H527609,2008,HCM,CIVIC,118,9444,10/24/2008,CA,47530441,28555590
2HGFA16988H525965,2008,HCM,CIVIC,180,11374,11/29/2008,MA,48148891,28502636
2HGFA16998H504283,2008,HCM,CIVIC,500,12840,2/9/2009,TX,48694986,27142848
2HGFA169X9H501703,2009,HCM,CIVIC,798,19287,6/17/2011,TX,58275599,29039880
2HGFA1F54AH551658,2010,HCM,CIVIC,80,2782,10/3/2010,NC,55203702,31158818
2HGFA1F57AH530772,2010,HCM,CIVIC,433,38768,4/7/2011,NC,57498818,30739643
2HGFA1F58AH526729,2010,HCM,CIVIC,390,32077,5/3/2011,TX,57939792,30662468
2HGFA1F58AH532272,2010,HCM,CIVIC,404,11108,3/17/2011,FL,57263744,30763589
2HGFA1F61AH508825,2010,HCM,CIVIC,327,15291,5/9/2011,FL,58066824,30389471
2HGFA1F94AH510028,2010,HCM,CIVIC,193,10343,6/9/2010,TX,53736480,30399568
2HGFA1F94AH528531,2010,HCM,CIVIC,328,13547,6/7/2011,SC,58069390,30695542
2HGFA1F94AH549590,2010,HCM,CIVIC,553,22012,11/18/2011,FL,61321542,31119900
2HGFA1F99AH504693,2010,HCM,CIVIC,345,12505,9/9/2010,FL,55001272,30342245
2HGFA55508H707374,2008,HCM,CIVIC,384,22800,7/18/2009,AZ,50212894,28387403
2HGFA55518H704600,2008,HCM,CIVIC,390,20998,7/7/2009,FL,50114937,27887924
2HGFA55518H708064,2008,HCM,CIVIC,636,16256,2/26/2010,TX,52381353,28442285
2HGFA55528H702354,2008,HCM,CIVIC,407,12982,7/20/2010,KY,54444305,27454867
2HGFA55528H706971,2008,HCM,CIVIC,168,7274,10/10/2008,TX,47360395,28321954
2HGFA55529H701464,2009,HCM,CIVIC,250,21368,2/4/2010,IL,52164432,29174883
2HGFA55529H702999,2009,HCM,CIVIC,227,12830,10/15/2009,AZ,51152709,29375337
2HGFA55539H704468,2009,HCM,CIVIC,623,65801,1/8/2011,AZ,56380977,29528231
2HGFA55549H705435,2009,HCM,CIVIC,293,9803,12/10/2009,TX,51677161,29657979
2HGFA55558H707712,2008,HCM,CIVIC,365,8975,7/9/2009,FL,50145306,28397109
2HGFA55568H710733,2008,HCM,CIVIC,732,25026,8/11/2010,AZ,54720094,28760072
2HGFA55569H707915,2009,HCM,CIVIC,166,5150,12/3/2009,FL,51747562,29919209
2HGFA55578H707744,2008,HCM,CIVIC,368,27917,7/7/2009,AZ,50127367,28403107
2HGFA55578H708408,2008,HCM,CIVIC,287,18077,3/27/2009,FL,49228437,28491095
2HGFA555X8H705891,2008,HCM,CIVIC,97,4282,7/28/2008,NY,46406675,28109427
2HGFG11638H559100,2008,HCM,CIVIC,221,6754,1/2/2009,LA,48319561,28387512
2HGFG11678H500728,2008,HCM,CIVIC,217,16196,5/31/2008,AZ,45578944,26699130
2HGFG11688H547640,2008,HCM,CIVIC,547,14434,10/29/2009,TX,51316406,28136940
2HGFG11698H512265,2008,HCM,CIVIC,276,16400,9/22/2008,AZ,47056097,27267264
2HGFG11878H530717,2008,HCM,CIVIC,162,7793,10/27/2008,FL,47545429,27783219
2HGFG11898H507021,2008,HCM,CIVIC,661,19459,11/27/2009,AZ,51696748,27148647
2HGFG11968H565421,2008,HCM,CIVIC,250,21156,2/7/2009,IL,48693027,28542079
2HGFG12608H501802,2008,HCM,CIVIC,720,23734,10/23/2009,FL,51281817,26717217
2HGFG12618H562981,2008,HCM,CIVIC,520,34011,11/11/2009,NJ,51460639,28491318
2HGFG12629H504475,2009,HCM,CIVIC,531,13962,4/12/2010,NC,52890816,29124343
2HGFG12629H532776,2009,HCM,CIVIC,303,15535,4/19/2010,CT,52974056,29724152
2HGFG12638H535099,2008,HCM,CIVIC,639,30454,12/14/2009,LA,51777092,27864655
2HGFG12638H537712,2008,HCM,CIVIC,334,12545,1/22/2009,FL,48553777,27907036
2HGFG12638H539198,2008,HCM,CIVIC,210,11900,10/4/2008,FL,47271211,27937717
2HGFG12648H522538,2008,HCM,CIVIC,205,6520,9/8/2008,AZ,46847257,27458887
2HGFG12648H537668,2008,HCM,CIVIC,583,17012,10/28/2009,TX,51321760,27907045
2HGFG12648H565664,2008,HCM,CIVIC,582,14705,2/3/2010,FL,52162924,28546473
2HGFG12658H515064,2008,HCM,CIVIC,570,24689,9/22/2009,TX,51057833,27314475
2HGFG12658H558707,2008,HCM,CIVIC,803,35207,8/23/2010,FL,54786489,28381603
2HGFG12688H565957,2008,HCM,CIVIC,187,6830,12/16/2008,FL,48198299,28555895
2HGFG12698H571721,2008,HCM,CIVIC,438,33153,12/2/2009,GA,51681656,28710300
2HGFG126X8H503623,2008,HCM,CIVIC,446,10163,3/17/2009,TX,49143236,26748213
2HGFG12808H552363,2008,HCM,CIVIC,461,17079,7/27/2009,FL,50275572,28254192
2HGFG12818H553893,2008,HCM,CIVIC,318,14550,4/7/2009,LA,49299035,28281843
2HGFG12818H556485,2008,HCM,CIVIC,78,4640,8/12/2008,TX,46519540,28341200
2HGFG12818H561427,2008,HCM,CIVIC,293,18466,3/20/2009,NC,49160133,28442609
2HGFG12828H534396,2008,HCM,CIVIC,318,31537,12/23/2008,FL,48274896,27852398
2HGFG12828H576633,2008,HCM,CIVIC,366,18032,8/31/2009,FL,50598746,28842997
2HGFG12838H542023,2008,HCM,CIVIC,74,2574,8/18/2008,TX,46645711,28012839
2HGFG12839H526566,2009,HCM,CIVIC,172,2533,7/30/2009,FL,50317540,29626902
2HGFG12848H551264,2008,HCM,CIVIC,633,28925,3/15/2010,TX,52581543,28230533
2HGFG12848H575757,2008,HCM,CIVIC,653,12329,7/22/2010,VA,54374226,28830823
2HGFG12868H529427,2008,HCM,CIVIC,745,26596,3/29/2010,CA,52957885,27744494
2HGFG12878H538704,2008,HCM,CIVIC,819,51389,6/21/2010,TN,53890856,27923820
2HGFG12888H524875,2008,HCM,CIVIC,527,24351,5/15/2009,FL,49654876,27591937
2HGFG12888H557603,2008,HCM,CIVIC,756,30477,6/24/2010,AZ,53954965,28368165
2HGFG12898H514307,2008,HCM,CIVIC,699,27224,10/24/2009,FL,51272681,27300088
2HGFG12898H519488,2008,HCM,CIVIC,560,25442,6/3/2009,FL,49815444,27380815
2HGFG12898H565757,2008,HCM,CIVIC,696,22360,5/26/2010,FL,53569261,28555986
2HGFG12898H576113,2008,HCM,CIVIC,306,11345,7/9/2009,FL,50144484,28830762
2HGFG12908H567325,2008,HCM,CIVIC,424,39055,8/22/2009,TX,50531004,28608353
2HGFG12928H506879,2008,HCM,CIVIC,187,4775,7/1/2008,CA,45968502,27146143
2HGFG12938H570381,2008,HCM,CIVIC,364,14898,7/2/2009,VA,50103207,28671524
2HGFG12988H560333,2008,HCM,CIVIC,523,14825,10/19/2009,FL,51186173,28420135
2HGFG129X9H501561,2009,HCM,CIVIC,382,20868,10/26/2009,FL,51270992,29020498
2HGFG1B61AH505041,2010,HCM,CIVIC,451,29767,3/25/2011,TX,57346829,30551450
2HGFG1B61AH516802,2010,HCM,CIVIC,571,17686,9/29/2011,TX,60140140,30838347
2HGFG1B89AH532103,2010,HCM,CIVIC,86,9012,11/17/2010,AL,55793139,31519340
2HGFG21519H702060,2009,HCM,CIVIC,360,10942,4/15/2010,OK,52873414,29400835
JHMFA16578S002276,2008,SSS,CIVIC,1200,64507,6/13/2011,AZ,58177956,27913132
JHMFA36238S006147,2008,SSS,CIVIC,805,13676,3/15/2010,OH,52555149,27621409
JHMFA36268S006210,2008,SSS,CIVIC,624,50428,9/2/2009,TX,50714713,27621546
JHMFA36268S022858,2008,SSS,CIVIC,772,55010,7/30/2010,AZ,54470053,28601480
JHMFA36269S014020,2009,SSS,CIVIC,449,14583,7/7/2010,FL,54224016,29569320
JHMFA36278S024540,2008,SSS,CIVIC,432,37622,8/31/2009,CA,50752720,28688593
JHMFA362X8S013919,2008,SSS,CIVIC,349,19605,2/28/2009,AZ,48917002,28081976
JHMFA362X8S015069,2008,SSS,CIVIC,124,9303,7/22/2008,TN,46216743,28082055
JHMFA362X8S015380,2008,SSS,CIVIC,538,22920,10/10/2009,AZ,51084134,28118464
19XFA15359E024721,2009,HMIN,CIVIC,427,20754,8/4/2010,TX,54518155,29856379
19XFA15519E005858,2009,HMIN,CIVIC,453,29323,7/1/2010,FL,54111569,29527173
19XFA15569E029332,2009,HMIN,CIVIC,403,22615,6/30/2010,FL,54140455,29940440
19XFA15579E009364,2009,HMIN,CIVIC,985,37964,12/26/2011,TX,62100770,29656009
19XFA15599E005851,2009,HMIN,CIVIC,403,28399,9/21/2010,TX,55093310,29659872
19XFA15619E004153,2009,HMIN,CIVIC,414,68972,7/27/2010,AZ,54435139,29471467
19XFA15659E004141,2009,HMIN,CIVIC,503,19140,8/2/2010,FL,54486079,29471471
19XFA156X9E017208,2009,HMIN,CIVIC,864,35173,10/6/2011,VA,59958039,29752796
19XFA15829E032108,2009,HMIN,CIVIC,735,36425,8/31/2011,IA,59261763,30026603
19XFA158X9E012205,2009,HMIN,CIVIC,366,18039,4/26/2010,UT,53024025,29682147
19XFA15949E022933,2009,HMIN,CIVIC,365,29627,4/23/2010,MA,53054272,29826469
19XFA15989E022918,2009,HMIN,CIVIC,616,44590,1/14/2011,FL,56453803,29826492
19XFA16309E030103,2009,HMIN,CIVIC,782,38455,9/14/2011,CA,59468341,29952896
19XFA16309E035608,2009,HMIN,CIVIC,0,12,6/25/2009,CA,50175377,30054767
19XFA16329E028627,2009,HMIN,CIVIC,539,43966,2/9/2011,OH,56776468,29934680
19XFA16349E030055,2009,HMIN,CIVIC,566,32455,12/21/2010,CA,56233171,29952912
19XFA16379E031474,2009,HMIN,CIVIC,756,28141,9/26/2011,CA,59929044,29976809
19XFA163X9E027287,2009,HMIN,CIVIC,581,39270,12/27/2010,CA,56302936,29903769
19XFA16509E005445,2009,HMIN,CIVIC,528,22204,1/6/2011,OH,56454086,29521141
19XFA16509E013979,2009,HMIN,CIVIC,1004,22472,1/5/2012,NC,62239404,29703263
19XFA16509E019619,2009,HMIN,CIVIC,858,33373,9/30/2011,AZ,60493308,29786880
19XFA16509E025128,2009,HMIN,CIVIC,575,61414,11/26/2010,CA,55923483,29871687
19XFA16509E025565,2009,HMIN,CIVIC,96,9229,8/3/2009,MS,50400789,29879437
19XFA16509E031446,2009,HMIN,CIVIC,503,26707,1/7/2011,CA,56398642,29985321
19XFA16509E032788,2009,HMIN,CIVIC,607,13319,4/5/2011,WA,57528170,30000925
19XFA16509E034606,2009,HMIN,CIVIC,274,15815,4/14/2010,WI,52862218,30040141
19XFA16509E035688,2009,HMIN,CIVIC,378,26672,9/29/2010,MO,55183661,30054839
19XFA16509E037635,2009,HMIN,CIVIC,856,13607,11/23/2011,IN,61365927,30092831
19XFA16509E039336,2009,HMIN,CIVIC,657,23294,7/8/2011,HI,58556072,30138439
19XFA16509E039370,2009,HMIN,CIVIC,774,32678,10/5/2011,WV,60676117,30128232
19XFA16509E039465,2009,HMIN,CIVIC,490,30518,12/3/2010,NV,56004856,30138462
19XFA16509E040759,2009,HMIN,CIVIC,850,30442,11/25/2011,IL,61661146,30163717
19XFA16509E046335,2009,HMIN,CIVIC,798,27967,11/15/2011,TX,61328115,30232554
19XFA16509E047419,2009,HMIN,CIVIC,637,22630,8/15/2011,AR,58927662,30248577
19XFA16509E048540,2009,HMIN,CIVIC,818,33400,1/6/2012,MO,62463955,30264569
19XFA16509E048604,2009,HMIN,CIVIC,634,35584,5/27/2011,AZ,58132546,30264577
19XFA16519E007625,2009,HMIN,CIVIC,439,29100,8/16/2010,NC,54666180,29610438
19XFA16519E010816,2009,HMIN,CIVIC,208,2685,4/26/2010,IN,53005385,29656022
